state,location,plz
Baden Württemberg,Reichenbach an der Fils,73262
Sachsen Anhalt,Hohenmölsen,6679
Bayern,Breitbrunn am Chiemsee,83254
Rheinland Pfalz,Bermel,56729
Mecklenburg Vorpommern,Neukalen,17154
Baden Württemberg,Hilzingen,78247
Niedersachsen,Wathlingen,29339
Sachsen Anhalt,Falkenstein/Harz,6463
Bayern,Nürnberg,90475
Schleswig Holstein,Trappenkamp,24610
Hessen,Laubach,35321
Thüringen,Schleiz,7907
Baden Württemberg,Haiterbach,72221
Bayern,Salzweg,94121
Rheinland Pfalz,Bleialf,54608
Rheinland Pfalz,Ebernhahn,56424
Niedersachsen,Amelinghausen,21385
Baden Württemberg,Eschbronn,78644
Rheinland Pfalz,Rengsdorf,56579
Bayern,Ichenhausen,89335
Nordrhein Westfalen,Everswinkel,48351
Baden Württemberg,Irndorf,78597
Bayern,Bayerisch Eisenstein,94252
Baden Württemberg,Klettgau,79771
Rheinland Pfalz,Asbach,53567
Nordrhein Westfalen,Gelsenkirchen,44584
Sachsen,Burgstein,8538
Niedersachsen,Dannenberg Elbe,29451
Schleswig Holstein,Kiel,24107
Hessen,Grebenstein,34393
Niedersachsen,Hoya,27318
Nordrhein Westfalen,Erndtebrück,57339
Thüringen,Unterweißbach,98744
Niedersachsen,Hankensbüttel,29386
Baden Württemberg,Hochdorf,73269
Baden Württemberg,Philippsburg,76661
Bayern,München,80935
Baden Württemberg,Dürnau,73105
Hessen,Hanau,63454
Schleswig Holstein,Kellenhusen Ostsee,23746
Berlin,Berlin,10367
Bayern,Tegernheim,93105
Rheinland Pfalz,Neumagen Dhron,54347
Bayern,Hebertsfelden,84332
Sachsen Anhalt,Dessau Roßlau,6861
Sachsen,Delitzsch,4059
Sachsen,Elsterberg,7985
Hessen,Höchst im Odenwald,64739
Niedersachsen,Boffzen,37691
Sachsen Anhalt,Magdeburg,39018
Bayern,Partenstein,97846
Rheinland Pfalz,Langenlonsheim,55450
Rheinland Pfalz,Winnweiler,67722
Rheinland Pfalz,Herdorf,57562
Mecklenburg Vorpommern,Graal Müritz,18181
Baden Württemberg,Emmendingen,79312
Bayern,Berching,92334
Niedersachsen,Rethem Aller,27336
Sachsen Anhalt,Bitterfeld Wolfen,6808
Baden Württemberg,Ottersweier,77833
Rheinland Pfalz,Maxdorf,67133
Rheinland Pfalz,Harxheim,55296
Schleswig Holstein,Wilster,25554
Rheinland Pfalz,Kusel,66869
Bayern,Rain,86641
Baden Württemberg,Eimeldingen,79591
Bayern,Walkertshofen,86877
Bayern,Seeg,87637
Rheinland Pfalz,Kröv,54536
Schleswig Holstein,Hetlingen,25491
Bayern,Eichenau,82223
Baden Württemberg,Schönau im Schwarzwald,79677
Saarland,Kleinblittersdorf,66271
Nordrhein Westfalen,Neukirchen Vluyn,47056
Sachsen Anhalt,Lützen,6668
Bayern,Kelheim,93309
Bayern,Eurasburg,82547
Niedersachsen,Giesen,31180
Rheinland Pfalz,Rüdesheim,55593
Schleswig Holstein,Risum Lindholm,25920
Baden Württemberg,Wiesenbach,69257
Niedersachsen,Liebenau,31618
Bayern,Niedernberg,63843
Nordrhein Westfalen,Euskirchen,53881
Bayern,Bad Kohlgrub,82433
Baden Württemberg,Lauda Königshofen,97922
Bayern,Dinkelsbühl,91550
Hamburg,Hamburg,21037
Niedersachsen,Sandstedt,27628
Schleswig Holstein,Flensburg,24941
Hessen,Michelstadt,64720
Bayern,Miltach,93468
Schleswig Holstein,Emmelsbüll Horsbüll,25924
Bayern,Adelsried,86477
Niedersachsen,Langenhagen,30155
Bayern,Diedorf,86420
Bayern,Dinkelscherben,86424
Bayern,Jengen,86860
Saarland,Schwalbach,66773
Baden Württemberg,Hinterzarten,79856
Rheinland Pfalz,Kottenheim,56736
Nordrhein Westfalen,Windeck,51570
Niedersachsen,Moringen,37186
Nordrhein Westfalen,Hörstel,48477
Hamburg,Hamburg,22175
Rheinland Pfalz,Hamm am Rhein,67580
Bayern,Chieming,83339
Thüringen,Rockhausen,99102
Bayern,Schwangau,87645
Bayern,Schwabsoien,86987
Hessen,Trebur,65468
Schleswig Holstein,Tüttendorf,24214
Bayern,Waldsassen,95652
Bayern,Töging am Inn,84513
Sachsen Anhalt,Zahna,6895
Bayern,Sinzing,93161
Thüringen,Saalfelder Höhe,7422
Schleswig Holstein,Holm,25488
Bayern,Rattenkirchen,84431
Bremen,Bremen,28777
Hessen,Bischoffen,35649
Bayern,Nittenau,93149
Baden Württemberg,Karlsruhe,76199
Rheinland Pfalz,Dieblich,56332
Rheinland Pfalz,Birlenbach,65626
Bayern,Weilheim in Oberbayern,82362
Rheinland Pfalz,Roßbach,56271
Sachsen Anhalt,Glebitzsch,6794
Bayern,Strullendorf,96129
Nordrhein Westfalen,Essen,45249
Schleswig Holstein,Lübeck,23569
Thüringen,Hohenleuben,7958
Rheinland Pfalz,Hillscheid,56204
Bayern,Gablingen,86456
Rheinland Pfalz,Ludwigshafen am Rhein,67067
Rheinland Pfalz,Schönenberg Kübelberg,66901
Schleswig Holstein,Börnsen,21039
Brandenburg,Stechow Ferchesar,14715
Bayern,Rohr,91189
Nordrhein Westfalen,Düsseldorf,40459
Niedersachsen,Hasbergen,49205
Baden Württemberg,Bretzfeld,74626
Mecklenburg Vorpommern,Malliß,19294
Rheinland Pfalz,Zemmer,54313
Niedersachsen,Großefehn,26629
Hessen,Brensbach,64395
Hessen,Wetzlar,35582
Bayern,Zeil am Main,97475
Bayern,Untergriesbach,94107
Niedersachsen,Friedland,37133
Bayern,Tacherting,83342
Sachsen,Stützengrün,8328
Saarland,Mandelbachtal,66399
Baden Württemberg,Bad Boll,73087
Brandenburg,Fürstenberg/Havel,16798
Bayern,Bamberg,96049
Bayern,Heroldsbach,91336
Baden Württemberg,Fronreute,88273
Schleswig Holstein,Scharbeutz,23684
Thüringen,Schwarza,98547
Baden Württemberg,Neulußheim,68809
Hamburg,Hamburg,22339
Brandenburg,Woltersdorf,15569
Bayern,Langquaid,84085
Bayern,Bischofsmais,94253
Bayern,Bergen,83346
Schleswig Holstein,Schönkirchen,24232
Bayern,Nittendorf,93152
Niedersachsen,Drebber,49457
Bayern,Ruhstorf an der Rott,94099
Brandenburg,Niedergörsdorf,12345
Bayern,Heimenkirch,88178
Niedersachsen,Langen,27607
Bayern,München,80693
Bayern,Röttenbach,91187
Bayern,Vaterstetten,85598
Niedersachsen,Eldingen,29351
Bayern,Pfreimd,92536
Bayern,Haßfurt,97437
Bayern,Grafenau,94481
Baden Württemberg,Deggingen,73326
Niedersachsen,Wahrenholz,29399
Niedersachsen,Bissendorf,49143
Berlin,Berlin,10319
Rheinland Pfalz,Niederkirchen,67700
Bayern,Hummeltal,95503
Bayern,Marktleugast,95352
Rheinland Pfalz,Gevenich,56825
Hessen,Mücke,35325
Sachsen,Bad Brambach,8648
Sachsen,Plauen,8535
Nordrhein Westfalen,Kevelaer,47626
Nordrhein Westfalen,Hagen,58139
Bayern,Altenkunstadt,96264
Bayern,Velden,84149
Bayern,Hammelburg,97762
Niedersachsen,Steinfeld Oldenburg,49439
Rheinland Pfalz,Wincheringen,54447
Brandenburg,Vetschau/Spreewald,3226
Schleswig Holstein,Maasholm,24404
Nordrhein Westfalen,Neuss,41470
Bayern,Ludwigsstadt,96337
Bayern,Aschheim,85609
Thüringen,Friedrichroda,99894
Rheinland Pfalz,Hamm Sieg,57577
Baden Württemberg,Zimmern ob Rottweil,78658
Sachsen,Sayda,9619
Schleswig Holstein,Norderstedt,22844
Brandenburg,Müncheberg,15374
Sachsen,Großharthau,1909
Bayern,Türkheim,86842
Baden Württemberg,Karlsruhe,76187
Baden Württemberg,Deizisau,73779
Nordrhein Westfalen,Wuppertal,42237
Bayern,Marzling,85417
Rheinland Pfalz,Kempenich,56746
Sachsen,Oybin,2797
Rheinland Pfalz,Longkamp,54472
Baden Württemberg,Zwingenberg,69439
Baden Württemberg,Langenbrettach,74243
Baden Württemberg,Erbach,89155
Bayern,Teublitz,93158
Baden Württemberg,Illerkirchberg,89171
Hessen,Bad Emstal,34308
Thüringen,Ranis,7389
Rheinland Pfalz,Luckenbach,57629
Bayern,Metten,94526
Bayern,Weißenhorn,89264
Mecklenburg Vorpommern,Tribsees,18465
Bayern,Runding,93486
Mecklenburg Vorpommern,Kruckow,17129
Nordrhein Westfalen,Sendenhorst,48324
Rheinland Pfalz,Dahn,66994
Baden Württemberg,Egenhausen,72227
Brandenburg,Chorin,16230
Bayern,Wettstetten,85139
Rheinland Pfalz,Mutterstadt,67112
Niedersachsen,Bardowick,21357
Bayern,Peiting,86971
Bayern,München,81972
Brandenburg,Neupetershain,3103
Baden Württemberg,Kernen im Remstal,71394
Sachsen Anhalt,Schierke,38879
Bayern,Hepberg,85120
Bayern,Penzing,86929
Sachsen Anhalt,Altmarkkreis Salzwedel,39649
Rheinland Pfalz,Waldmohr,66914
Baden Württemberg,Cleebronn,74389
Bayern,Schechen,83135
Baden Württemberg,Heidelberg,68115
Niedersachsen,Neetze,21398
Rheinland Pfalz,Wackernheim,55263
Baden Württemberg,Hemsbach,69502
Sachsen,Niederwiesa,9577
Thüringen,Gerstungen,99834
Hessen,Büttelborn,64572
Thüringen,Heringen/Helme,99765
Baden Württemberg,Möckmühl,74219
Baden Württemberg,Niefern Öschelbronn,75223
Schleswig Holstein,Husby,24975
Nordrhein Westfalen,Kranenburg,47559
Bayern,Schleching,83259
Bayern,Neuendorf,97788
Baden Württemberg,Göppingen,73035
Schleswig Holstein,Owschlag,24811
Rheinland Pfalz,Frankeneck,67468
Bayern,Schongau,86956
Bayern,Biberbach,86485
Sachsen,Brandis,4824
Brandenburg,Dissen Striesow,3096
Nordrhein Westfalen,Senden,48308
Bayern,Zellingen,97225
Baden Württemberg,Dornstadt,89160
Sachsen,Dresden,1147
Bayern,Reischach,84571
Rheinland Pfalz,Jünkerath,54587
Hamburg,Hamburg,20095
Niedersachsen,Gleichen,37130
Hessen,Büdingen,63654
Niedersachsen,Detern,26847
Niedersachsen,Gerdau,29581
Schleswig Holstein,Lauenburg/Elbe,21481
Schleswig Holstein,Elsdorf Westermühlen,24800
Saarland,Saarbrücken,66132
Bayern,Buttenwiesen,86647
Sachsen,Gelenau/Erzgebirge,9423
Hamburg,Hamburg,22359
Niedersachsen,Wagenfeld,49419
Sachsen,Sohland an der Spree,2689
Baden Württemberg,Baienfurt,88255
Niedersachsen,Hessisch Oldendorf,31840
Bayern,Großheirath,96269
Berlin,Berlin,10783
Nordrhein Westfalen,Spenge,32139
Baden Württemberg,Ilvesheim,68529
Thüringen,Leinefelde Worbis,37327
Baden Württemberg,Altensteig,72213
Bayern,Fahrenzhausen,85777
Hessen,Niederdorfelden,61138
Niedersachsen,Welle,21261
Baden Württemberg,March,79232
Niedersachsen,Langenhagen,30851
Niedersachsen,Wendeburg,38176
Bayern,Eching,85386
Hamburg,Hamburg,22305
Sachsen,Steinigtwolmsdorf,1904
Bayern,Zwiesel,94227
Hessen,Bromskirchen,59969
Baden Württemberg,Bad Dürrheim,78073
Schleswig Holstein,Schwentinental,24222
Mecklenburg Vorpommern,Woldegk,17348
Niedersachsen,Fredenbeck,21717
Bayern,Neunburg vorm Wald,92431
Niedersachsen,Ebstorf,29574
Baden Württemberg,Neckarwestheim,74382
Schleswig Holstein,Burg Dithmarschen,25712
Sachsen Anhalt,Westeregeln,39448
Sachsen,Dresden,1179
Hessen,Frankfurt am Main,60547
Schleswig Holstein,Kiel,24146
Bayern,Waal,86875
Niedersachsen,Raddestorf,31604
Nordrhein Westfalen,Hagen,58315
Sachsen,Delitzsch,3409
Baden Württemberg,Rechberghausen,73098
Saarland,Blieskastel,66440
Hessen,Hungen,35410
Sachsen Anhalt,Brehna,6796
Schleswig Holstein,Fleckeby,24357
Thüringen,Saara,4603
Bayern,Krumbach Schwaben,86381
Schleswig Holstein,Alkersum,25938
Rheinland Pfalz,Geichlingen,54675
Nordrhein Westfalen,Drensteinfurt,48317
Thüringen,Saalfeld/Saale,7138
Hessen,Reichelsheim Wetterau,61203
Bayern,Tuntenhausen,83104
Bayern,Saaldorf Surheim,83416
Bayern,Gessertshausen,86459
Hessen,Limburg an der Lahn,65555
Bayern,Rottenburg an der Laaber,84056
Mecklenburg Vorpommern,Leezen,19067
Rheinland Pfalz,Mackenbach,67686
Baden Württemberg,Durbach,77770
Bayern,Mertingen,86690
Bayern,Aschaffenburg,63473
Baden Württemberg,Beuren,72660
Bayern,Grasbrunn,85630
Brandenburg,Lebus,15326
Niedersachsen,Rühen,38471
Bayern,Memmelsdorf,96117
Baden Württemberg,Kirchentellinsfurt,72138
Bayern,Seeshaupt,82402
Baden Württemberg,Kaisersbach,73667
Bayern,Pilsting,94331
Bayern,Odelzhausen,85235
Nordrhein Westfalen,Drolshagen,57489
Hessen,Lorch,65391
Bayern,Hofstetten,86928
Bayern,Illschwang,92278
Schleswig Holstein,Garding,25836
Bayern,Tirschenreuth,95643
Rheinland Pfalz,Roschbach,76835
Bayern,Bischofswiesen,83483
Bayern,Gammelsdorf,85408
Bayern,Forstinning,85661
Baden Württemberg,Heiningen,73092
Niedersachsen,Wiefelstede,26215
Sachsen Anhalt,Alsleben Saale,6425
Thüringen,Leutenberg,7338
Mecklenburg Vorpommern,Vogelsang Warsin,17375
Rheinland Pfalz,Bretzenheim,55559
Rheinland Pfalz,Hainfeld,76385
Baden Württemberg,Sonnenbühl,72820
Nordrhein Westfalen,Ennigerloh,59320
Baden Württemberg,Wyhl am Kaiserstuhl,79369
Rheinland Pfalz,Jünkerath,54584
Bayern,Oberschweinbach,82294
Brandenburg,Luckenwalde,14947
Niedersachsen,Bad Eilsen,31707
Bayern,Oettingen in Bayern,86732
Rheinland Pfalz,Traben Trarbach,56841
Hessen,Lahnau,35633
Hessen,Elbtal,65627
Hessen,Ahnatal,34292
Rheinland Pfalz,Mertesdorf,54318
Thüringen,Bad Berka,99438
Baden Württemberg,Glatten,72293
Schleswig Holstein,Stafstedt,24816
Bayern,Fürstenzell,94081
Hessen,Birstein,63633
Baden Württemberg,Neuhausen auf den Fildern,73765
Sachsen Anhalt,Könnern,6420
Rheinland Pfalz,Oberwesel,55430
Baden Württemberg,Oppenweiler,71570
Rheinland Pfalz,Manderscheid,54531
Bayern,Markt Indersdorf,85229
Baden Württemberg,Altlußheim,68804
Bayern,Bayerisch Gmain,83457
Brandenburg,Liebenwalde,16559
Hessen,Edertal,34549
Niedersachsen,Hodenhagen,29693
Bayern,Winhöring,84543
Nordrhein Westfalen,Ostbevern,48346
Niedersachsen,Egestorf,21272
Thüringen,Eisenberg,7608
Niedersachsen,Neuhaus Oste,21785
Baden Württemberg,Reutlingen,72766
Bayern,Altertheim,97237
Hessen,Mainhausen,63533
Hessen,Offenbach am Main,60365
Baden Württemberg,Markgröningen,71706
Rheinland Pfalz,Sankt Goarshausen,56346
Baden Württemberg,Büsingen am Hochrhein,78266
Bayern,Geiersthal,94244
Bayern,Altomünster,85250
Nordrhein Westfalen,Düsseldorf,40212
Rheinland Pfalz,Puderbach,56305
Baden Württemberg,Mühlingen,78357
Saarland,Wadern,66687
Sachsen,Zittau,2788
Baden Württemberg,Oberstadion,89613
Brandenburg,Plattenburg,19339
Bayern,Wenzenbach,93173
Nordrhein Westfalen,Detmold,33760
Thüringen,Steinach,96523
Mecklenburg Vorpommern,Krakow am See,18292
Bayern,Schondorf am Ammersee,86938
Brandenburg,Senftenberg,1996
Brandenburg,Schöneiche bei Berlin,15566
Bayern,Erbendorf,92681
Bayern,Donaustauf,93093
Nordrhein Westfalen,Solingen,42569
Hessen,Fritzlar,34560
Rheinland Pfalz,Westerburg,56457
Schleswig Holstein,Oldenswort,25870
Saarland,Marpingen,66646
Mecklenburg Vorpommern,Pampow,19075
Hessen,Schotten,63679
Berlin,Berlin,13503
Niedersachsen,Helpsen,31691
Baden Württemberg,Ilsfeld,74360
Baden Württemberg,Veringenstadt,72519
Baden Württemberg,Waldkirch,79183
Bayern,Inzell,83334
Schleswig Holstein,Lübeck,23562
Rheinland Pfalz,Gerolstein,54568
Sachsen Anhalt,Uenglingen,39579
Schleswig Holstein,Nordstrand,25845
Rheinland Pfalz,Winningen,56333
Rheinland Pfalz,Wolfstein,67752
Brandenburg,Potsdam,1167
Hessen,Flieden,36103
Nordrhein Westfalen,Velen,46342
Hessen,Gudensberg,34281
Rheinland Pfalz,Idar Oberstein,55749
Baden Württemberg,Sulz am Neckar,72172
Bayern,Vohenstrauß,92648
Berlin,Berlin,10999
Schleswig Holstein,Brunstorf,21524
Bayern,Tiefenbach,93464
Mecklenburg Vorpommern,Neubukow,18233
Bayern,Hattenhofen,82285
Bayern,Leinburg,91227
Bayern,Weisendorf,91085
Bayern,Dietersheim,91463
Bayern,Ruderatshofen,87674
Bayern,Haldenwang,87490
Baden Württemberg,Wäschenbeuren,73116
Bayern,München,80937
Bayern,Helmbrechts,95233
Bayern,Denkendorf,85095
Hamburg,Hamburg,22049
Baden Württemberg,Ebhausen,72224
Rheinland Pfalz,Daaden,57567
Nordrhein Westfalen,Geseke,59590
Rheinland Pfalz,Gau Bickelheim,55599
Bayern,Schwindegg,84419
Baden Württemberg,Dielheim,69234
Niedersachsen,Göttingen,37055
Baden Württemberg,Untergruppenbach,74199
Saarland,Losheim am See,66679
Schleswig Holstein,Wesselburen,25764
Bayern,Freyung,94078
Bayern,Colmberg,91598
Baden Württemberg,Grafenau,71120
Baden Württemberg,Satteldorf,74589
Berlin,Berlin,12053
Bayern,Bad Endorf,83039
Bayern,Bernbeuren,86975
Baden Württemberg,Sersheim,74372
Bayern,Pottenstein,91278
Niedersachsen,Adelheidsdorf,29352
Bayern,Frammersbach,97833
Bayern,Albaching,83544
Hessen,Jossgrund,63637
Sachsen,Mühltroff,7919
Niedersachsen,Melle,49328
Mecklenburg Vorpommern,Damshagen,23948
Hessen,Ronneburg,63549
Bayern,Cadolzburg,90556
Bayern,Bad Alexandersbad,95680
Niedersachsen,Toppenstedt,21442
Niedersachsen,Lengerich,49838
Hessen,Neustadt Hessen,35279
Mecklenburg Vorpommern,Altentreptow,17087
Nordrhein Westfalen,Velbert,42533
Berlin,Berlin,12619
Hessen,Schauenburg,34270
Sachsen,Großrückerswalde,9518
Baden Württemberg,Allensbach,78476
Sachsen Anhalt,Halberstadt,38220
Niedersachsen,Reppenstedt,21391
Rheinland Pfalz,Hönningen,53506
Schleswig Holstein,Hemmingstedt,25570
Bayern,Greding,91171
Baden Württemberg,Königsbronn,89551
Rheinland Pfalz,Freinsheim,67251
Bayern,Teising,84576
Baden Württemberg,Eppingen,75031
Bayern,Pleinfeld,91785
Nordrhein Westfalen,Blankenheim,53945
Hessen,Bad Karlshafen,34385
Sachsen Anhalt,Klietz,39524
Bayern,Bastheim,97654
Nordrhein Westfalen,Alpen,46519
Bayern,München,81639
Baden Württemberg,Neckarbischofsheim,74924
Mecklenburg Vorpommern,Rostock,18047
Hessen,Babenhausen,64832
Baden Württemberg,Unterwaldhausen,88379
Berlin,Berlin,13159
Nordrhein Westfalen,Bielefeld,33699
Rheinland Pfalz,Wirft,53534
Nordrhein Westfalen,Eitorf,53783
Mecklenburg Vorpommern,Insel Poel,23999
Sachsen,Borna,4553
Saarland,Saarbrücken,57350
Bayern,Kirchham,94148
Bayern,Wonneberg,83379
Bayern,Reichling,86934
Baden Württemberg,Neudenau,74861
Baden Württemberg,Großrinderfeld,97950
Bayern,Gößweinstein,91327
Mecklenburg Vorpommern,Sternberg,19406
Niedersachsen,Neuenhaus,49828
Nordrhein Westfalen,Sonsbeck,47665
Nordrhein Westfalen,Wuppertal,42274
Bayern,Neustadt bei Coburg,96349
Bayern,Sulzemoos,85254
Baden Württemberg,Schemmerhofen,88433
Baden Württemberg,Erolzheim,88453
Schleswig Holstein,Hohn,24806
Bayern,Burgkirchen an der Alz,84508
Bayern,Lam,93462
Bayern,Feldkirchen Westerham,83620
Niedersachsen,Freden Leine,31084
Baden Württemberg,Heidelberg,69155
Baden Württemberg,Birenbach,73102
Baden Württemberg,Wolfach,77709
Bayern,Pfaffenhausen,87772
Niedersachsen,Meppen,5931
Sachsen Anhalt,Bad Bibra,6647
Bayern,Wunsiedel,95632
Baden Württemberg,Karlsruhe,73135
Sachsen Anhalt,Aschersleben,6649
Bayern,Triftern,84371
Nordrhein Westfalen,Barntrup,32683
Mecklenburg Vorpommern,Mirow,17252
Thüringen,Georgenthal/Thüringer Wald,99887
Niedersachsen,Agathenburg,21684
Niedersachsen,Adenbüttel,38528
Bayern,Münsterhausen,86505
Hessen,Gießen,34390
Bayern,Maßbach,97711
Rheinland Pfalz,Müsch,53533
Baden Württemberg,Starzach,72181
Niedersachsen,Wietze,29323
Baden Württemberg,Reilingen,68799
Brandenburg,Wiesenau,15295
Baden Württemberg,Waldbrunn,69429
Bayern,Baierbrunn,82065
Bayern,Uttenreuth,91080
Baden Württemberg,Walddorfhäslach,72141
Hessen,Münzenberg,35516
Bayern,Rott,86935
Bayern,Thiersheim,95707
Bayern,Schwanfeld,97523
Rheinland Pfalz,Waldsee,67165
Bayern,Burgberg im Allgäu,87545
Brandenburg,Premnitz,14727
Brandenburg,Teupitz,15715
Bremen,Bremen,28307
Bayern,Kreuzwertheim,97892
Rheinland Pfalz,Osthofen,67574
Rheinland Pfalz,Nackenheim,55299
Bayern,Weidenbach,91746
Sachsen,Freiberg,9559
Baden Württemberg,Knittlingen,75438
Baden Württemberg,Mannheim,68319
Bayern,Haarbach,94542
Niedersachsen,Thedinghausen,27321
Nordrhein Westfalen,Marienmünster,37696
Rheinland Pfalz,Urbach,56317
Baden Württemberg,Mühlheim an der Donau,78570
Rheinland Pfalz,Schankweiler,54668
Bayern,Wörth,85457
Saarland,Sulzbach/Saar,66280
Bayern,Waging am See,83329
Sachsen Anhalt,Nachterstedt,6469
Nordrhein Westfalen,Morsbach,51597
Baden Württemberg,Aichwald,73773
Rheinland Pfalz,Wasserliesch,54332
Rheinland Pfalz,Waldalgesheim,55425
Baden Württemberg,Schliengen,79418
Bayern,Finning,86923
Saarland,Tholey,66636
Sachsen Anhalt,Kötschlitz,6254
Rheinland Pfalz,Guldental,55452
Bayern,Hagenbüchach,91469
Rheinland Pfalz,Mendig,56743
Brandenburg,Altdöbern,3229
Hessen,Burghaun,36151
Baden Württemberg,Kippenheim,77971
Baden Württemberg,Meersburg,88709
Bayern,Lichtenfels,96215
Bayern,Bergkirchen,85232
Hessen,Frankfurt am Main,60684
Schleswig Holstein,Alveslohe,25486
Bayern,Kirchheim,97268
Bayern,Wallersdorf,94522
Baden Württemberg,Herbolzheim,79336
Brandenburg,Neuzelle,15898
Baden Württemberg,Göppingen,73037
Niedersachsen,Hilter am Teutoburger Wald,49176
Thüringen,Gefell,7926
Niedersachsen,Emsbüren,49488
Baden Württemberg,Rust,77977
Hessen,Ober Mörlen,61239
Hessen,Wabern,34590
Nordrhein Westfalen,Steinhagen,33803
Baden Württemberg,Wiesensteig,73349
Thüringen,Grabfeld,98631
Niedersachsen,Wittmund,26049
Baden Württemberg,Heimsheim,71296
Bayern,Iffeldorf,82393
Bayern,Klingenberg am Main,63911
Baden Württemberg,Owingen,88696
Bayern,Arnstorf,94424
Baden Württemberg,Großbottwar,71723
Baden Württemberg,Muggensturm,76461
Bayern,Furth im Wald,93437
Sachsen,Dommitzsch,4880
Baden Württemberg,Salem,88682
Berlin,Berlin,10923
Baden Württemberg,Hattenhofen,73110
Sachsen,Leipzig,43170
Brandenburg,Guben,3271
Niedersachsen,Aurich,26605
Niedersachsen,Berne,27804
Nordrhein Westfalen,Schermbeck,46514
Schleswig Holstein,Langballig,24977
Schleswig Holstein,Brodersby,24398
Mecklenburg Vorpommern,Neu Kosenow,17398
Nordrhein Westfalen,Ladbergen,49549
Baden Württemberg,Mahlberg,77972
Sachsen Anhalt,Gerbstedt,6347
Bayern,Kronburg,87758
Baden Württemberg,Leutenbach,71397
Baden Württemberg,Bonndorf im Schwarzwald,79848
Bayern,Engelsberg,84549
Niedersachsen,Handeloh,21256
Rheinland Pfalz,Hillesheim,54576
Nordrhein Westfalen,Roetgen,4730
Nordrhein Westfalen,Wuppertal,42276
Bayern,Nußdorf,83365
Rheinland Pfalz,Gimbsheim,67578
Nordrhein Westfalen,Dorsten,46248
Bayern,Heinrichsthal,63871
Bayern,Reuth bei Erbendorf,92717
Brandenburg,Casekow,16306
Thüringen,Schkölen,7619
Bayern,Pinzberg,91361
Bayern,Rudelzhausen,84104
Schleswig Holstein,Schmalensee,24638
Sachsen,Amtsberg,9436
Rheinland Pfalz,Annweiler am Trifels,76855
Bayern,Greiling,83677
Schleswig Holstein,Bornhöved,24619
Baden Württemberg,Berghaupten,77791
Thüringen,Luisenthal,99885
Rheinland Pfalz,Ludwigshafen am Rhein,67069
Baden Württemberg,Buchenbach,79256
Rheinland Pfalz,Kaiserslautern,67675
Bayern,Zusmarshausen,86441
Baden Württemberg,Schutterwald,77746
Niedersachsen,Damme,49401
Bayern,Berg,81335
Bayern,Merkendorf,91732
Bayern,Affing,86444
Niedersachsen,Kalefeld,37589
Nordrhein Westfalen,Dormagen,51539
Baden Württemberg,Buchen Odenwald,74722
Rheinland Pfalz,Eich,67575
Nordrhein Westfalen,Bielefeld,33639
Brandenburg,Putlitz,16949
Sachsen,Herrnhut,2747
Bayern,Aying,85653
Niedersachsen,Scheden,37127
Rheinland Pfalz,Heidenburg,54426
Bayern,Zorneding,85604
Rheinland Pfalz,Neuleiningen,67271
Bayern,Murnau am Staffelsee,82418
Baden Württemberg,Gäufelden,71126
Baden Württemberg,Griesingen,89608
Niedersachsen,Rehburg Loccum,31547
Bayern,Dettelbach,97337
